answer,latitude,longitude,category,dinner_from,dinner_to
PRE43/ARE142/SUB14201,32.7911205,130.7006534,ラーメン・麺類,17:30:00,21:00:00
PRE43/ARE142/SUB14201,32.8028665,130.7086105,フレンチ,18:00:00,22:00:00
PRE43/ARE241/SUB24101,32.5035735,130.6014823,焼鳥・串料理,17:00:00,23:30:00
PRE43/ARE280/SUB51203,32.9908493,130.4760386,居酒屋・バー,17:30:00,23:30:00
PRE43/ARE253/SUB25301,32.4567986,130.1897155,和食・日本料理,17:00:00,24:00:00
PRE44/ARE138/SUB13801,33.2371499,131.6122439,しゃぶしゃぶ・すき焼き,17:00:00,21:30:00
PRE44/ARE138/SUB13801,33.2394827,131.6043946,和食・日本料理,18:00:00,22:00:00
PRE44/ARE237/SUB23702,33.1053772,132.0069094,すし・魚料理,18:00:00,21:00:00
PRE44/ARE520/SUB52002,33.5601553,131.7367731,和食・日本料理,17:30:00,22:00:00
PRE45/ARE141/SUB14101,31.9137915,131.4246324,焼鳥・串料理,18:00:00,23:00:00
PRE45/ARE270/SUB27002,31.7216058,131.0439898,焼肉,17:00:00,22:00:00
PRE45/ARE270/SUB27002,31.7233434,131.0916468,中華,18:00:00,21:00:00
PRE45/ARE522/SUB27001,31.6273323,131.3574697,焼肉,17:30:00,22:00:00
PRE46/ARE143/SUB14301,31.5901479,130.5521243,居酒屋・バー,17:00:00,26:00:00
PRE27/ARE91/SUB9103,34.6906447,135.4986892,イタリアン,17:30:00,23:00:00
PRE46/ARE355/SUB35502,32.1233037,130.3415047,焼肉,18:00:00,23:00:00
PRE46/ARE287/SUB28701,30.4100298,130.9022762,すし・魚料理,17:00:00,22:00:00
PRE37/ARE146/SUB14601,34.341813,134.053707,居酒屋・バー,17:30:00,22:00:00
PRE47/ARE144/SUB14404,26.2009525,127.6765767,郷土料理,17:00:00,23:00:00
PRE47/ARE275/SUB27501,24.3376205,124.1640057,郷土料理,17:00:00,22:30:00
PRE13/ARE14/SUB1405,35.655899,139.7428441,焼肉,18:30:00,21:00:00
PRE13/ARE9/SUB902,35.7108961,139.7924849,和食・日本料理,17:00:00,22:00:00
PRE13/ARE663/SUB1202,35.7060803,139.5769736,洋食・西洋料理,17:30:00,22:00:00
PRE28/ARE103/SUB10302,34.736775,135.305871,和食・日本料理,17:00:00,22:00:00
PRE13/ARE8/SUB805,35.6589264,139.7033608,焼肉,17:00:00,23:30:00
PRE13/ARE18/SUB1801,35.672666,139.737312,和食・日本料理,17:30:00,23:30:00
PRE13/ARE14/SUB1405,35.6586892,139.74299,イタリアン,17:00:00,23:30:00
PRE13/ARE14/SUB1405,35.6553929,139.7357883,すし・魚料理,17:00:00,22:00:00
PRE11/ARE53/SUB5301,35.9065267,139.6206262,ラーメン・麺類,17:30:00,23:00:00
PRE01/ARE164/SUB44102,43.0468925,141.3905965,ラーメン・麺類,17:00:00,20:00:00
PRE13/ARE2/SUB1601,35.6657397,139.7558245,居酒屋・バー,18:00:00,24:00:00
PRE11/ARE48/SUB48603,35.8327638,139.3994575,イタリアン,17:30:00,23:00:00
PRE13/ARE665/SUB66501,35.6042229,139.6980029,イタリアン,17:00:00,24:00:00
PRE13/ARE1/SUB101,35.6930418,139.7023667,アジア・エスニック,16:00:00,23:00:00
PRE26/ARE108/SUB10801,35.002333,135.7654584,フレンチ,18:00:00,24:00:00
PRE40/ARE124/SUB12404,33.5814808,130.4013554,その他,17:00:00,24:00:00
PRE43/ARE280/SUB28003,32.9327357,130.8308112,焼肉,17:00:00,21:00:00
PRE14/ARE37/SUB3502,35.5775903,139.6667858,ラーメン・麺類,17:00:00,21:00:00
PRE08/ARE57/SUB5703,35.9025709,140.0644009,洋食・西洋料理,17:00:00,22:30:00
PRE01/ARE244/SUB24401,41.7624292,140.7214093,居酒屋・バー,17:00:00,26:00:00
PRE11/ARE48/SUB4801,35.8076494,139.4587679,すし・魚料理,17:00:00,22:00:00
PRE22/ARE330/SUB33003,35.0396113,138.4596848,イタリアン,17:30:00,22:00:00
PRE27/ARE89/SUB8902,34.6973544,135.4979199,お好み焼・粉物,18:00:00,23:00:00
PRE01/ARE164/SUB43804,43.0578037,141.3574551,洋食・西洋料理,16:30:00,20:30:00
PRE28/ARE99/SUB10101,34.6605463,135.1333281,居酒屋・バー,17:00:00,24:00:00
PRE23/ARE65/SUB6503,35.16148,136.906005,居酒屋・バー,17:00:00,23:00:00
PRE13/ARE14/SUB1405,35.65541,139.735085,中華,17:30:00,22:00:00
PRE14/ARE37/SUB3101,35.6022434,139.6117292,中華,17:00:00,23:00:00
PRE46/ARE143/SUB14301,31.5917482,130.5469054,しゃぶしゃぶ・すき焼き,17:30:00,21:00:00
PRE09/ARE59/SUB5901,36.521787,139.9128858,洋食・西洋料理,17:30:00,20:00:00
PRE44/ARE230/SUB23001,33.6025543,131.1897182,居酒屋・バー,17:00:00,24:00:00
PRE13/ARE3/SUB302,35.6454319,139.3534723,洋食・西洋料理,17:30:00,2:00:00
PRE13/ARE16/SUB1602,35.6574561,139.7567431,焼肉,17:00:00,23:30:00
PRE23/ARE65/SUB6501,35.1427603,136.8999394,郷土料理,17:00:00,21:30:00
PRE06/ARE299/SUB29901,38.8764726,139.8007097,中華,17:00:00,21:00:00
PRE33/ARE153/SUB15301,34.654459,133.9003903,ラーメン・麺類,17:30:00,21:30:00
PRE14/ARE39/SUB3901,35.4586782,139.6298775,居酒屋・バー,17:00:00,22:30:00
PRE22/ARE79/SUB7901,34.698158,137.727418,ラーメン・麺類,17:00:00,20:00:00
PRE14/ARE37/SUB3701,35.5280839,139.6978783,こだわりの肉料理,0:00:00,0:00:00
PRE40/ARE127/SUB12701,33.5923821,130.4108464,ラーメン・麺類,18:00:00,2:30:00
PRE43/ARE142/SUB14201,32.7958194,130.7524083,イタリアン,18:00:00,22:00:00
PRE02/ARE159/SUB15901,40.827403,140.6765111,ラーメン・麺類,17:00:00,20:00:00
PRE40/ARE129/SUB12901,33.5568225,130.4278339,中華,17:00:00,22:00:00
PRE13/ARE14/SUB1404,35.63747,139.724172,居酒屋・バー,19:00:00,3:00:00
PRE28/ARE98/SUB9801,34.6906108,135.1965361,焼鳥・串料理,17:00:00,23:00:00
PRE40/ARE133/SUB13301,33.557664,130.375752,中華,17:30:00,21:30:00
PRE13/ARE20/SUB2004,35.6128906,139.6274512,アジア・エスニック,17:00:00,23:00:00
PRE13/ARE14/SUB1405,35.6564566,139.7333787,焼肉,18:30:00,24:00:00
PRE13/ARE14/SUB1405,35.6568275,139.7326917,和食・日本料理,16:00:00,24:00:00
PRE23/ARE64/SUB6403,35.177486,136.9107503,居酒屋・バー,17:00:00,27:00:00
PRE26/ARE657/SUB10901,35.0051101,135.760514,ラーメン・麺類,17:00:00,22:00:00
PRE23/ARE62/SUB6202,35.173658,136.891122,中華,17:00:00,22:00:00
PRE13/ARE14/SUB1405,35.6512242,139.7429224,ラーメン・麺類,17:00:00,23:00:00
PRE11/ARE48/SUB4801,35.8047163,139.4569159,ラーメン・麺類,17:00:00,23:00:00
PRE01/ARE164/SUB44102,43.046001,141.395882,洋食・西洋料理,17:00:00,21:00:00
PRE13/ARE14/SUB1405,35.6556457,139.7366256,すし・魚料理,17:00:00,20:00:00
PRE20/ARE273/SUB27301,36.2328739,137.9677821,すし・魚料理,17:30:00,22:30:00
PRE27/ARE91/SUB9103,34.688072,135.4957691,焼鳥・串料理,17:30:00,24:00:00
PRE44/ARE138/SUB13801,33.241428,131.602918,しゃぶしゃぶ・すき焼き,17:30:00,23:00:00
PRE33/ARE276/SUB27601,35.0980307,134.0018325,ラーメン・麺類,17:30:00,20:30:00
PRE11/ARE51/SUB5102,35.879976,139.6727069,ラーメン・麺類,18:00:00,24:00:00
PRE23/ARE600/SUB7002,35.055083,137.14574,焼肉,18:00:00,22:00:00
PRE27/ARE85/SUB8501,34.8015542,135.555157,ラーメン・麺類,18:00:00,22:00:00
PRE13/ARE2/SUB1601,35.666396,139.7509416,丼もの・揚げ物,17:30:00,21:00:00
PRE13/ARE14/SUB1405,35.6559512,139.7348376,居酒屋・バー,17:30:00,26:00:00
PRE11/ARE489/SUB4902,36.169117,139.314015,ラーメン・麺類,18:00:00,23:30:00
PRE13/ARE665/SUB2001,35.607369,139.669991,丼もの・揚げ物,17:30:00,23:00:00
PRE06/ARE289/SUB34803,38.047909,140.058014,中華,17:30:00,21:00:00
PRE47/ARE247/SUB24702,26.6855497,127.8863199,丼もの・揚げ物,18:00:00,24:00:00
PRE13/ARE22/SUB2202,35.6762114,139.6680645,中華,17:00:00,22:00:00
PRE11/ARE48/SUB4801,35.77746,139.426059,イタリアン,17:30:00,22:00:00
PRE13/ARE16/SUB1301,35.625255,139.73566,フレンチ,17:30:00,21:00:00
PRE34/ARE152/SUB56608,34.471957,132.487019,ラーメン・麺類,18:00:00,21:00:00
PRE27/ARE96/SUB9601,34.684218,135.51321,丼もの・揚げ物,17:00:00,22:00:00
PRE13/ARE665/SUB2001,35.6085485,139.6855262,ラーメン・麺類,18:00:00,23:00:00
PRE13/ARE16/SUB1302,35.6533527,139.7625277,フレンチ,17:00:00,22:00:00
PRE13/ARE15/SUB1503,35.6873286,139.7739393,フレンチ,18:00:00,22:00:00
PRE34/ARE152/SUB56608,34.46712,132.471204,ラーメン・麺類,18:00:00,20:00:00
PRE27/ARE618/SUB8903,34.6953982,135.4877322,和食・日本料理,17:30:00,23:00:00
PRE13/ARE11/SUB1101,35.6928329,139.7705874,焼鳥・串料理,17:00:00,28:00:00
PRE14/ARE39/SUB3902,35.4469251,139.6348373,ラーメン・麺類,17:00:00,23:30:00
PRE14/ARE30/SUB57403,35.1453341,139.105261,ラーメン・麺類,17:00:00,23:00:00
PRE27/ARE92/SUB9203,34.6879974,135.5143623,丼もの・揚げ物,17:00:00,22:00:00
PRE13/ARE14/SUB1405,35.653753,139.7352724,イタリアン,17:30:00,22:00:00
PRE15/ARE498/SUB49802,37.6392265,138.953163,イタリアン,18:00:00,22:00:00
PRE04/ARE158/SUB53103,38.265279,140.8698596,焼鳥・串料理,17:00:00,22:00:00
PRE13/ARE23/SUB2301,35.6712349,139.708016,居酒屋・バー,18:00:00,26:00:00
PRE11/ARE48/SUB4801,35.8041349,139.4584699,和食・日本料理,17:00:00,21:00:00
PRE05/ARE398/SUB27402,39.4153904,140.5463745,丼もの・揚げ物,17:00:00,20:30:00
PRE13/ARE15/SUB1503,35.6902483,139.7761328,フレンチ,17:00:00,23:30:00
PRE13/ARE6/SUB601,35.7051274,139.7452567,中華,17:00:00,23:00:00
PRE04/ARE158/SUB53102,38.2649259,140.8697428,居酒屋・バー,17:00:00,23:00:00
PRE13/ARE19/SUB1903,35.5634176,139.7078158,和食・日本料理,18:00:00,24:00:00
PRE13/ARE21/SUB2104,35.8118137,139.7709708,すし・魚料理,17:00:00,23:00:00
PRE11/ARE51/SUB5101,35.861039,139.651784,イタリアン,17:30:00,22:00:00
PRE13/ARE10/SUB1002,35.675536,139.7757639,居酒屋・バー,17:00:00,22:00:00
PRE13/ARE14/SUB1405,35.6582191,139.7438494,ラーメン・麺類,17:30:00,22:30:00
PRE12/ARE45/SUB4501,35.6089814,140.1194965,居酒屋・バー,17:00:00,23:00:00
PRE26/ARE112/SUB11301,34.9870036,135.8071096,洋食・西洋料理,17:00:00,21:00:00
PRE40/ARE137/SUB65305,33.7224127,130.4563177,焼鳥・串料理,18:00:00,24:00:00
PRE13/ARE1/SUB104,35.6919738,139.7064936,居酒屋・バー,17:00:00,23:30:00
PRE23/ARE64/SUB6401,35.1717865,136.9167499,ラーメン・麺類,17:00:00,21:00:00
PRE20/ARE227/SUB22701,36.3439553,138.2790488,中華,17:00:00,23:00:00
PRE09/ARE59/SUB5901,36.55813,139.9108408,和食・日本料理,17:00:00,22:00:00
PRE32/ARE151/SUB15102,35.3693083,132.7664332,焼肉,17:00:00,24:00:00
PRE27/ARE87/SUB61203,34.4621045,135.4445,郷土料理,17:00:00,23:00:00
PRE13/ARE2/SUB1603,35.6653503,139.7610004,イタリアン,18:00:00,22:00:00
PRE13/ARE11/SUB1104,35.6963298,139.7562988,ラーメン・麺類,17:00:00,24:00:00
PRE13/ARE662/SUB66201,35.7287209,139.7051108,フレンチ,18:00:00,23:00:00
PRE27/ARE86/SUB61004,34.7776989,135.6245342,中華,16:00:00,21:00:00
PRE13/ARE8/SUB806,35.6602489,139.6965212,イタリアン,18:00:00,24:00:00
PRE13/ARE17/SUB1702,35.6974177,139.783689,お好み焼・粉物,17:00:00,23:00:00
PRE13/ARE19/SUB1901,35.6075281,139.7324464,郷土料理,17:00:00,24:00:00
PRE23/ARE66/SUB6602,35.1557794,137.0051305,ラーメン・麺類,18:00:00,22:00:00
PRE37/ARE146/SUB14601,34.3416553,134.0521417,すし・魚料理,17:00:00,24:00:00
PRE23/ARE63/SUB6201,35.1702891,136.903465,ラーメン・麺類,18:00:00,26:00:00
PRE40/ARE135/SUB65309,33.5156549,130.4350887,焼肉,17:00:00,25:00:00
PRE12/ARE456/SUB4304,35.7051389,139.9817221,ラーメン・麺類,11:30:00,19:45:00
PRE12/ARE463/SUB4602,35.3646521,139.9229825,ラーメン・麺類,0:00:00,0:00:00
PRE30/ARE283/SUB28302,33.6808386,135.3772042,ビュッフェ・バイキング,17:00:00,22:00:00
PRE13/ARE14/SUB1405,35.657309,139.7323124,フレンチ,18:30:00,24:00:00
PRE11/ARE487/SUB4803,36.0474856,139.093649,アジア・エスニック,17:00:00,21:00:00
PRE13/ARE7/SUB701,35.6470563,139.7075877,居酒屋・バー,18:00:00,24:00:00
PRE13/ARE22/SUB2207,35.6712603,139.6173531,中華,17:30:00,23:00:00
PRE04/ARE535/SUB27202,38.4307392,141.3087971,すし・魚料理,17:00:00,20:00:00
PRE40/ARE124/SUB12403,33.5824381,130.4037448,すし・魚料理,18:00:00,24:00:00
PRE22/ARE330/SUB33001,35.0088816,138.4899989,和食・日本料理,17:00:00,22:00:00
PRE13/ARE662/SUB66201,35.7331929,139.7079895,居酒屋・バー,18:00:00,27:00:00
PRE23/ARE66/SUB6604,35.1622827,136.9691525,フレンチ,17:30:00,22:00:00
PRE22/ARE337/SUB33703,34.8069969,137.6872467,ビュッフェ・バイキング,17:00:00,21:30:00
PRE11/ARE53/SUB49304,35.9012895,139.6605503,ラーメン・麺類,18:00:00,22:00:00
PRE15/ARE157/SUB49502,37.9191256,139.0427723,焼肉,17:30:00,22:00:00
PRE13/ARE312/SUB31203,35.6585083,139.7770642,カフェ・スイーツ,17:30:00,22:30:00
PRE13/ARE8/SUB805,35.6612542,139.7020566,イタリアン,17:00:00,26:00:00
PRE09/ARE59/SUB5901,36.5065594,139.8564566,ラーメン・麺類,18:00:00,21:00:00
PRE46/ARE143/SUB14301,31.5922041,130.5546688,イタリアン,18:00:00,24:00:00
PRE13/ARE14/SUB1405,35.6509508,139.7445636,イタリアン,18:00:00,22:00:00
PRE40/ARE124/SUB12403,33.578945,130.3950893,イタリアン,17:00:00,20:00:00
PRE23/ARE66/SUB6601,35.1694787,136.9381414,ラーメン・麺類,18:00:00,25:00:00
PRE27/ARE616/SUB61601,34.6956532,135.5258264,フレンチ,17:00:00,22:00:00
PRE23/ARE72/SUB60406,35.0815499,137.0450069,中華,17:00:00,25:00:00
PRE28/ARE98/SUB9802,34.6874908,135.1843752,洋食・西洋料理,18:00:00,21:30:00
PRE45/ARE297/SUB29702,32.4256182,131.625666,洋食・西洋料理,17:00:00,22:00:00
PRE13/ARE14/SUB1405,35.6578174,139.7321113,焼鳥・串料理,17:00:00,23:00:00
PRE07/ARE163/SUB16301,37.781192,140.463822,すし・魚料理,17:00:00,21:00:00
PRE23/ARE63/SUB6304,35.1677825,136.9032851,中華,17:30:00,24:00:00
PRE26/ARE657/SUB10904,35.0083394,135.7571165,丼もの・揚げ物,17:00:00,21:30:00
PRE34/ARE285/SUB28501,34.4732179,133.3850105,すし・魚料理,17:30:00,23:00:00
PRE24/ARE250/SUB25001,34.9678467,136.6212923,和食・日本料理,17:00:00,22:00:00
PRE43/ARE142/SUB14201,32.8078323,130.7122564,すし・魚料理,17:30:00,23:00:00
PRE13/ARE14/SUB1405,35.6561974,139.736421,焼肉,18:30:00,5:00:00
PRE12/ARE45/SUB4501,35.610656,140.1123038,居酒屋・バー,17:00:00,24:30:00
PRE27/ARE91/SUB9103,34.6898315,135.4960931,すし・魚料理,17:00:00,23:00:00
PRE28/ARE104/SUB10401,34.7944203,135.3573209,お好み焼・粉物,17:00:00,24:00:00
PRE13/ARE11/SUB1102,35.7001525,139.7693746,焼鳥・串料理,16:00:00,24:00:00
PRE26/ARE660/SUB11001,35.0194549,135.7691789,居酒屋・バー,18:00:00,26:00:00
PRE13/ARE9/SUB901,35.7074299,139.776981,居酒屋・バー,17:00:00,22:00:00
PRE04/ARE536/SUB53601,38.5674694,140.8631382,洋食・西洋料理,17:00:00,22:00:00
PRE13/ARE19/SUB1901,35.6037416,139.7321862,丼もの・揚げ物,17:30:00,24:00:00
PRE27/ARE91/SUB9103,34.6923521,135.4933474,和食・日本料理,17:30:00,24:00:00
PRE13/ARE10/SUB1003,35.6735416,139.7928068,中華,17:00:00,23:30:00
PRE07/ARE163/SUB16301,37.7561961,140.4657016,中華,17:00:00,26:00:00
PRE13/ARE11/SUB1103,35.6989803,139.7643262,居酒屋・バー,17:00:00,23:30:00
PRE17/ARE155/SUB15501,36.5815808,136.649694,和食・日本料理,17:00:00,22:30:00
PRE37/ARE262/SUB26201,34.4871993,134.1938587,和食・日本料理,17:00:00,22:00:00
PRE20/ARE273/SUB55902,36.3311105,137.9273549,洋食・西洋料理,16:30:00,20:30:00
PRE20/ARE82/SUB8201,36.6333475,138.2064158,焼肉,17:00:00,24:00:00
PRE20/ARE82/SUB8201,36.651358,138.1893533,アジア・エスニック,18:00:00,24:00:00
PRE20/ARE82/SUB55703,36.6722159,138.315271,丼もの・揚げ物,17:30:00,22:00:00
PRE40/ARE124/SUB12404,33.575434,130.403251,こだわりの肉料理,18:00:00,26:00:00
PRE40/ARE122/SUB12201,33.5912742,130.4004291,焼肉,17:00:00,25:00:00
PRE40/ARE126/SUB12802,33.5879398,130.4229638,中華,17:00:00,23:00:00
PRE40/ARE136/SUB13601,33.3130071,130.5198147,焼肉,18:00:00,22:00:00
PRE40/ARE134/SUB13401,33.7284692,130.966446,焼肉,17:00:00,24:00:00
PRE40/ARE134/SUB65207,33.8469393,130.6146728,丼もの・揚げ物,17:30:00,22:30:00
PRE40/ARE134/SUB13402,33.8817323,130.8829188,洋食・西洋料理,18:00:00,3:00:00
PRE01/ARE245/SUB24501,42.8360281,141.6614598,ラーメン・麺類,17:00:00,21:00:00
PRE01/ARE164/SUB43804,43.0552837,141.3538164,居酒屋・バー,17:00:00,24:00:00
PRE01/ARE164/SUB43803,43.0658336,141.348301,居酒屋・バー,17:00:00,23:00:00
PRE01/ARE164/SUB43804,43.0575696,141.3497532,すし・魚料理,17:00:00,23:30:00
PRE01/ARE164/SUB43804,43.056346,141.3545728,イタリアン,17:00:00,2:00:00
PRE01/ARE261/SUB26102,43.142112,141.2807658,中華,17:00:00,22:00:00
PRE22/ARE79/SUB7901,34.7091687,137.711957,すし・魚料理,18:00:00,29:00:00
PRE22/ARE335/SUB33503,34.7440365,138.0832562,焼鳥・串料理,17:00:00,24:00:00
PRE22/ARE77/SUB32502,35.1089545,138.8566899,フレンチ,18:00:00,22:00:00
PRE22/ARE79/SUB33305,34.781017,137.702097,洋食・西洋料理,17:00:00,21:00:00
PRE22/ARE79/SUB33303,34.6993984,137.7006622,ラーメン・麺類,17:00:00,20:00:00
PRE07/ARE222/SUB22202,37.8761846,140.9214847,丼もの・揚げ物,17:30:00,20:00:00
PRE09/ARE542/SUB54105,36.8995767,139.9795631,ラーメン・麺類,17:30:00,20:00:00
PRE13/ARE17/SUB1701,35.6964363,139.8140621,カフェ・スイーツ,17:00:00,20:00:00
PRE38/ARE145/SUB39004,33.7487368,132.7917353,アジア・エスニック,17:30:00,21:30:00
PRE18/ARE154/SUB55102,36.2255859,136.1383826,ラーメン・麺類,17:00:00,22:00:00
PRE40/ARE134/SUB65206,33.8173345,130.7113373,ラーメン・麺類,17:00:00,20:00:00
PRE47/ARE144/SUB14402,26.2151396,127.683781,郷土料理,18:00:00,22:00:00
PRE13/ARE661/SUB502,35.7225258,139.70364,フレンチ,17:30:00,21:00:00
PRE27/ARE92/SUB62104,34.7122855,135.5113059,居酒屋・バー,17:30:00,24:00:00
PRE13/ARE14/SUB1405,35.6564073,139.7375295,居酒屋・バー,20:00:00,30:00:00
PRE28/ARE99/SUB10101,34.6600348,135.1351871,和食・日本料理,17:00:00,21:00:00
PRE45/ARE141/SUB14101,31.9122066,131.4210428,居酒屋・バー,18:00:00,24:00:00
PRE13/ARE21/SUB2102,35.785816,139.8107981,洋食・西洋料理,17:00:00,22:30:00
PRE09/ARE542/SUB54105,36.9696078,140.0478636,ラーメン・麺類,17:30:00,24:00:00
PRE27/ARE86/SUB61006,34.6277283,135.6008484,洋食・西洋料理,17:00:00,21:00:00
PRE28/ARE105/SUB10501,34.8193201,134.6678945,洋食・西洋料理,18:00:00,22:00:00
PRE26/ARE112/SUB11201,35.0047382,135.7769817,和食・日本料理,17:00:00,23:00:00
PRE13/ARE2/SUB1601,35.6664378,139.7573826,居酒屋・バー,16:00:00,24:00:00
PRE23/ARE70/SUB7004,34.8722493,137.0742254,お好み焼・粉物,17:30:00,21:15:00
PRE27/ARE90/SUB61903,34.6686014,135.5294774,イタリアン,17:30:00,23:00:00
PRE18/ARE556/SUB15401,36.0921361,136.2508535,焼肉,17:00:00,27:00:00
PRE28/ARE639/SUB10702,35.3261,134.8533151,丼もの・揚げ物,17:00:00,21:00:00
PRE26/ARE116/SUB11602,35.0751704,135.7647009,カフェ・スイーツ,16:30:00,18:00:00
PRE28/ARE98/SUB9904,34.6989744,135.1900271,お好み焼・粉物,17:00:00,22:00:00
PRE24/ARE80/SUB8001,34.712764,136.5101831,和食・日本料理,17:30:00,23:00:00
PRE27/ARE88/SUB8804,34.7491371,135.5356686,焼鳥・串料理,17:00:00,26:00:00
PRE20/ARE227/SUB22702,36.3176249,138.6305777,焼肉,17:00:00,21:00:00
PRE27/ARE85/SUB8502,34.8269242,135.6352313,すし・魚料理,17:00:00,21:00:00
PRE45/ARE141/SUB14101,31.9183723,131.4211091,居酒屋・バー,17:00:00,24:00:00
PRE27/ARE93/SUB62205,34.6155433,135.4733039,ラーメン・麺類,18:30:00,26:00:00
PRE41/ARE233/SUB50504,33.2098329,129.8496864,すし・魚料理,17:00:00,21:30:00
PRE23/ARE66/SUB6603,35.1867073,137.0232172,洋食・西洋料理,17:30:00,20:30:00
PRE45/ARE141/SUB14101,31.9098374,131.4208427,イタリアン,18:00:00,22:00:00
PRE24/ARE250/SUB25001,34.9950924,136.6020044,焼肉,17:00:00,22:00:00
PRE17/ARE226/SUB54902,36.7296832,136.6979798,アジア・エスニック,17:00:00,24:00:00
PRE13/ARE11/SUB1101,35.6912743,139.7632012,居酒屋・バー,17:00:00,23:00:00
PRE13/ARE14/SUB1405,35.6491266,139.7354433,イタリアン,18:00:00,26:00:00
PRE46/ARE309/SUB30901,31.5836815,130.8614394,丼もの・揚げ物,17:30:00,20:00:00
PRE07/ARE163/SUB16302,37.4125386,140.3661096,和食・日本料理,17:30:00,22:00:00
PRE17/ARE155/SUB15501,36.5151516,136.6735676,和食・日本料理,0:00:00,0:00:00
PRE12/ARE43/SUB4302,35.6499263,139.8922671,イタリアン,18:00:00,23:00:00
PRE28/ARE99/SUB9902,34.6692821,135.1757237,丼もの・揚げ物,17:00:00,22:00:00
PRE25/ARE266/SUB41203,35.3162854,136.2880288,すし・魚料理,17:00:00,22:00:00
PRE23/ARE75/SUB7501,34.7579339,137.3965885,イタリアン,0:00:00,0:00:00
PRE08/ARE57/SUB36803,36.0056334,140.2182613,フレンチ,17:30:00,21:00:00
PRE24/ARE234/SUB40702,34.3103985,136.8169576,和食・日本料理,17:30:00,22:30:00
PRE14/ARE34/SUB31301,35.3376364,139.4855812,和食・日本料理,16:30:00,23:00:00
PRE18/ARE308/SUB30801,35.9909971,136.1836703,和食・日本料理,17:00:00,23:00:00
PRE13/ARE6/SUB602,35.6926372,139.7351986,すし・魚料理,17:00:00,23:00:00
PRE12/ARE463/SUB4602,35.376569,139.9321904,ラーメン・麺類,18:00:00,25:00:00
PRE14/ARE34/SUB31303,35.3212279,139.338707,イタリアン,17:30:00,21:00:00
PRE11/ARE48/SUB48603,35.8119032,139.3267517,中華,17:00:00,21:00:00
PRE13/ARE18/SUB1802,35.682392,139.7395392,洋食・西洋料理,18:30:00,23:00:00
PRE15/ARE228/SUB50103,36.8953234,138.1803586,洋食・西洋料理,17:30:00,19:00:00
PRE27/ARE86/SUB8604,34.6793663,135.6035499,お好み焼・粉物,17:00:00,24:30:00
PRE27/ARE92/SUB9202,34.6941663,135.5193597,洋食・西洋料理,17:30:00,21:00:00
PRE27/ARE94/SUB9402,34.6739313,135.4924666,居酒屋・バー,18:00:00,3:00:00
PRE10/ARE544/SUB54402,36.2899962,139.380015,イタリアン,17:00:00,24:00:00
PRE46/ARE143/SUB14301,31.5717035,130.4560699,居酒屋・バー,19:00:00,24:00:00
PRE02/ARE343/SUB34302,40.6059235,140.6796765,すし・魚料理,17:00:00,23:00:00
PRE28/ARE103/SUB10301,34.7227799,135.3718546,イタリアン,17:30:00,22:00:00
PRE14/ARE572/SUB57204,35.4907714,139.4511487,イタリアン,18:00:00,23:00:00
PRE46/ARE143/SUB14301,31.520832,130.5121015,ラーメン・麺類,18:00:00,20:45:00
PRE27/ARE611/SUB61103,34.5112939,135.5484453,和食・日本料理,18:00:00,23:00:00
PRE13/ARE4/SUB402,35.7359235,139.4874856,中華,17:00:00,23:00:00
PRE13/ARE24/SUB2404,35.7587353,139.7245165,中華,17:30:00,22:00:00
PRE14/ARE33/SUB3301,35.4653389,139.5874569,中華,17:00:00,24:00:00
PRE11/ARE50/SUB5002,35.9132279,139.4485622,カフェ・スイーツ,17:00:00,21:00:00
PRE09/ARE59/SUB5901,36.5373475,139.9091605,焼鳥・串料理,18:00:00,24:00:00
PRE19/ARE375/SUB8302,35.8532441,138.400814,丼もの・揚げ物,15:00:00,20:30:00
PRE28/ARE636/SUB10502,34.667092,134.9616712,居酒屋・バー,17:00:00,23:30:00
PRE41/ARE233/SUB23303,33.4288181,129.9844805,イタリアン,17:30:00,21:00:00
PRE27/ARE94/SUB9502,34.668899,135.5048634,お好み焼・粉物,17:30:00,27:00:00
PRE28/ARE101/SUB10103,34.6749549,135.0223429,焼鳥・串料理,17:00:00,23:30:00
PRE27/ARE627/SUB62702,34.6661434,135.4778744,すし・魚料理,17:00:00,23:00:00
PRE19/ARE259/SUB25901,35.4903734,138.7896096,和食・日本料理,17:00:00,22:00:00
PRE23/ARE74/SUB60601,34.9098913,136.8383386,和食・日本料理,17:30:00,21:00:00
PRE13/ARE666/SUB66601,35.747513,139.564444,カフェ・スイーツ,18:00:00,23:00:00
PRE13/ARE665/SUB2001,35.5951981,139.6708179,洋食・西洋料理,19:00:00,26:00:00
PRE27/ARE616/SUB61602,34.6999843,135.5412249,ラーメン・麺類,17:00:00,1:30:00
PRE18/ARE556/SUB55603,36.0919559,136.2994828,ラーメン・麺類,17:00:00,24:00:00
PRE23/ARE74/SUB60603,34.7834542,136.8694759,イタリアン,16:30:00,21:00:00
PRE46/ARE309/SUB30901,31.3988808,130.8698318,焼肉,18:00:00,23:30:00
PRE13/ARE15/SUB1503,35.6854545,139.775094,居酒屋・バー,18:00:00,3:00:00
PRE35/ARE229/SUB22901,33.9536,130.9356583,洋食・西洋料理,18:00:00,21:00:00
