answer,latitude,longitude
PRE02/ARE225/SUB34503,40.8662053,141.1312793
PRE03/ARE161/SUB24201,39.9131711,141.0969272
PRE12/ARE44/SUB45802,35.7664159,140.3576982
PRE28/ARE107/SUB63803,"34.9395220","134.9576340"
PRE05/ARE160/SUB39604,40.0446202,140.2838295
PRE07/ARE222/SUB22201,37.0480824,140.8830155
PRE22/ARE324/SUB32402,"34.9693890","138.7742930"
PRE08/ARE58/SUB5801,35.9073933,140.6505636
PRE08/ARE55/SUB36604,36.7732147,140.3554789
PRE22/ARE326/SUB7701,35.1187718,138.9119626
PRE09/ARE542/SUB54104,36.8426118,140.0169314
PRE09/ARE541/SUB26902,36.7549042,139.9459793
PRE24/ARE406/SUB40601,34.7512344,"136.1507450"
PRE13/ARE5/SUB505,35.7286762,139.7303436
PRE24/ARE250/SUB25003,34.8743219,136.5386653
PRE29/ARE386/SUB38601,34.5295428,135.7981808
PRE27/ARE618/SUB8904,34.6842197,"135.4795260"
PRE13/ARE19/SUB1904,35.5486082,139.7459495
PRE19/ARE259/SUB37202,35.4934478,138.7676767
PRE11/ARE50/SUB5004,35.7865586,139.6100267
PRE13/ARE2/SUB202,35.6752523,139.7622298
PRE37/ARE251/SUB25102,"34.2928810","133.7945450"
PRE24/ARE250/SUB25002,35.0669635,136.6961794
PRE33/ARE153/SUB15301,34.6658948,"133.9292900"
PRE13/ARE12/SUB1204,35.7058111,"139.6489120"
PRE26/ARE114/SUB11402,"35.0039890","135.6905340"
PRE26/ARE116/SUB11202,"35.0142900",135.7848278
PRE13/ARE15/SUB1503,35.6853894,139.7752763
PRE27/ARE611/SUB61101,"34.5610650",135.6051892
PRE04/ARE158/SUB53105,38.2260149,"140.8844930"
PRE01/ARE164/SUB44102,43.0693789,141.4036636
PRE01/ARE291/SUB29101,43.9584169,144.3526168
PRE22/ARE78/SUB32909,35.0553208,138.3384233
PRE06/ARE162/SUB28903,"38.3468080","140.3698620"
PRE29/ARE386/SUB38612,34.5798527,135.7411942
PRE01/ARE164/SUB43803,43.0678306,141.3501483
PRE15/ARE500/SUB30102,36.9373111,138.8439919
PRE12/ARE454/SUB45401,35.8839496,139.9098472
PRE19/ARE259/SUB37206,35.4750168,138.6671544
PRE04/ARE264/SUB26401,38.1867892,140.8739927
PRE14/ARE39/SUB58806,35.4332703,139.6474337
PRE11/ARE53/SUB5301,"35.9592540",139.6079359
PRE13/ARE5/SUB503,"35.7295580","139.7425940"
PRE13/ARE661/SUB502,35.7224636,139.7006398
PRE40/ARE136/SUB13603,33.1679607,130.4110635
PRE15/ARE157/SUB49507,37.8687725,139.0839958
PRE26/ARE660/SUB11003,35.0143386,135.7391551
PRE13/ARE14/SUB1405,35.6562697,139.7384758
PRE16/ARE310/SUB31001,36.8746463,137.4517263
PRE31/ARE150/SUB15001,35.4965796,134.2320863
PRE31/ARE150/SUB15002,"35.4059450",134.2001254
PRE18/ARE555/SUB55502,35.6065729,135.9111033
PRE18/ARE268/SUB55402,35.4871172,135.5659728
PRE17/ARE226/SUB54907,37.1396216,136.7259632
PRE19/ARE373/SUB8303,35.6112462,138.4638184
PRE19/ARE374/SUB37404,35.7282105,138.7676367
PRE40/ARE124/SUB12302,33.5876086,130.3908714
PRE19/ARE378/SUB37801,35.3757502,138.4251286
PRE19/ARE376/SUB37601,35.5624026,138.4637887
PRE20/ARE298/SUB29802,35.5177914,137.8233543
PRE22/ARE79/SUB33305,34.7617771,137.6993591
PRE11/ARE48/SUB48604,35.8493018,139.4008112
PRE22/ARE330/SUB33004,35.1172025,138.6070604
PRE22/ARE77/SUB32502,35.1205435,138.8799624
PRE01/ARE164/SUB44202,43.0095654,141.4374371
PRE22/ARE328/SUB32804,35.2567974,138.5335083
PRE22/ARE328/SUB32802,35.2086195,138.6363228
PRE22/ARE336/SUB33605,34.6783235,137.9150829
PRE22/ARE323/SUB32303,34.9899761,138.9456537
PRE22/ARE323/SUB32302,35.0560573,138.9498524
PRE27/ARE88/SUB8802,34.7254526,135.4992613
PRE40/ARE137/SUB65308,"33.6033150",130.5361359
PRE28/ARE101/SUB10104,34.7626594,135.1702181
PRE26/ARE111/SUB47302,34.9683097,135.7682939
PRE42/ARE236/SUB23602,"33.3677890","129.5520720"
PRE27/ARE627/SUB62705,34.6442094,135.5011126
PRE30/ARE278/SUB41802,34.1720715,135.3097498
PRE13/ARE19/SUB1903,35.5604505,139.7170863
PRE23/ARE67/SUB6701,35.1498789,136.9146147
PRE23/ARE63/SUB6201,35.1708005,136.9049119
PRE36/ARE339/SUB33902,34.0717376,134.3591143
PRE13/ARE6/SUB604,35.7012991,139.7407469
PRE25/ARE119/SUB11901,35.2467323,135.8683949
PRE39/ARE249/SUB24901,32.9327164,132.7208583
PRE42/ARE139/SUB13902,32.9070966,129.9560084
PRE23/ARE71/SUB7101,35.3174971,136.7641808
PRE45/ARE141/SUB52102,32.0173105,131.3606974
PRE46/ARE309/SUB35903,31.3895935,130.9595534
PRE46/ARE287/SUB28701,30.7340319,130.9951528
PRE01/ARE261/SUB44505,"43.5175100","141.9142170"
PRE24/ARE234/SUB23401,34.4626528,136.7235741
PRE25/ARE295/SUB29501,35.0218537,135.9637748
PRE23/ARE71/SUB60305,35.3333234,136.8585984
PRE47/ARE275/SUB52902,24.7957161,125.2866732
PRE20/ARE82/SUB8201,36.7414408,138.0853548
PRE26/ARE112/SUB11201,35.0041497,135.7772293
PRE40/ARE127/SUB12701,33.5925336,130.4088672
PRE27/ARE90/SUB9002,34.6908149,135.5329147
PRE23/ARE71/SUB60307,35.2410114,136.9074934
PRE44/ARE279/SUB13802,33.3120848,131.4841695
PRE40/ARE135/SUB13502,33.5332076,"130.4878780"
PRE13/ARE6/SUB601,35.7094842,"139.7360270"
PRE04/ARE272/SUB53402,38.3069906,"141.0092930"
PRE21/ARE382/SUB38202,35.4873581,136.8987036
PRE02/ARE343/SUB15902,40.6201366,140.4953486
PRE25/ARE266/SUB26601,35.2674941,136.2454077
PRE07/ARE163/SUB16301,37.7843388,140.4400082
PRE40/ARE134/SUB65203,33.8360948,130.7326303
PRE07/ARE163/SUB35102,"37.5184560","140.4046880"
PRE26/ARE108/SUB10802,35.0028053,135.7700157
PRE07/ARE163/SUB35105,37.1127234,140.2603811
PRE13/ARE22/SUB2202,35.6768534,139.6764511
PRE27/ARE88/SUB8801,34.7330735,135.4996538
PRE16/ARE403/SUB30703,36.6498587,136.9499742
PRE47/ARE267/SUB26701,26.5088683,127.8722764
PRE41/ARE140/SUB14002,33.3885704,130.5064214
PRE01/ARE244/SUB24401,41.7728944,140.7243563
PRE22/ARE331/SUB7802,34.8473562,138.2331111
PRE14/ARE572/SUB2802,35.4579466,139.3595336
PRE10/ARE294/SUB29401,36.6236716,138.5955293
PRE16/ARE307/SUB30701,"36.7436510","137.0127880"
PRE13/ARE12/SUB1207,35.6958002,139.6803243
PRE28/ARE636/SUB10502,34.6470201,134.9925901
PRE11/ARE49/SUB48803,36.0543557,139.5103903
PRE11/ARE49/SUB48805,35.9812896,139.6520287
PRE04/ARE158/SUB53103,38.2613658,140.8720225
PRE40/ARE122/SUB12201,33.5912509,130.4040824
PRE44/ARE230/SUB23003,33.3272366,130.9373264
PRE26/ARE658/SUB47301,34.9795457,135.7415374
PRE14/ARE39/SUB3901,35.4533049,139.6486649
PRE40/ARE130/SUB13001,33.5821023,"130.3542080"
PRE27/ARE85/SUB8403,34.7489499,135.4757865
PRE18/ARE154/SUB55103,36.1571457,"136.3325750"
PRE06/ARE162/SUB16201,"38.2191630",140.3148525
PRE20/ARE298/SUB29801,36.0174744,138.1269783
PRE12/ARE467/SUB4605,35.1209637,140.0858984
PRE32/ARE151/SUB15101,"35.4722980","133.0449580"
PRE12/ARE468/SUB4604,35.1318124,139.8390542
PRE14/ARE37/SUB3502,35.5759202,139.6551931
PRE15/ARE157/SUB49505,37.7349588,138.8439723
PRE27/ARE87/SUB8702,34.4942102,135.4259237
PRE01/ARE245/SUB24503,42.6294532,141.6175235
PRE25/ARE266/SUB41201,35.1319008,"136.2267710"
PRE24/ARE234/SUB40702,"34.3292870","136.8241830"
PRE23/ARE68/SUB6803,35.1016579,136.9433014
PRE39/ARE147/SUB14701,33.5606173,133.5357171
PRE21/ARE302/SUB38105,35.4982733,137.5058016
PRE17/ARE155/SUB54802,36.5263397,"136.6047410"
PRE14/ARE34/SUB31302,35.3608243,139.4022576
PRE14/ARE34/SUB58010,35.3490305,139.4529475
PRE23/ARE74/SUB60601,34.8555594,136.8660869
PRE27/ARE96/SUB9603,34.6657722,135.5293081
PRE13/ARE15/SUB1501,35.6807423,139.7715851
PRE47/ARE144/SUB14405,26.2890629,127.7562199
PRE13/ARE4/SUB402,35.7008642,139.4830043
PRE20/ARE273/SUB55902,36.3446263,137.8385439
PRE14/ARE40/SUB4003,35.1860311,139.6531357
PRE20/ARE273/SUB55904,"36.0952280","138.0081110"
PRE06/ARE289/SUB28901,"37.9531070",140.1561002
PRE13/ARE7/SUB702,35.6505161,139.7026197
PRE03/ARE161/SUB16101,"39.7048610",141.1568696
PRE27/ARE97/SUB9701,34.6465502,135.5109702
PRE08/ARE55/SUB5501,36.5907684,140.6628296
PRE13/ARE22/SUB2208,35.6769548,139.6435919
PRE01/ARE261/SUB44501,43.2027931,141.7587067
PRE13/ARE16/SUB1302,"35.6481380",139.7466687
PRE17/ARE260/SUB26002,36.3164195,136.3587013
PRE30/ARE283/SUB28302,33.6795105,135.3442457
PRE27/ARE627/SUB9302,34.6739234,135.4795662
PRE08/ARE56/SUB5601,36.3534208,140.4334363
PRE14/ARE583/SUB58304,35.3541346,139.6445499
PRE15/ARE157/SUB49502,37.9206921,"139.0468200"
PRE27/ARE91/SUB9101,"34.6914250",135.4981139
PRE20/ARE298/SUB56003,35.8487408,137.9686424
PRE23/ARE72/SUB7203,"35.1373460","137.0809880"
PRE11/ARE489/SUB48903,36.2367331,139.2101158
PRE13/ARE11/SUB1101,"35.6935350",139.7718913
PRE08/ARE57/SUB5703,35.9195398,140.0163236
PRE26/ARE111/SUB11701,34.9310872,135.7619896
PRE26/ARE108/SUB10801,35.0041897,135.7697661
PRE26/ARE660/SUB11001,35.0226253,135.7551405
PRE04/ARE536/SUB53601,38.3617363,140.8658845
PRE27/ARE87/SUB61203,34.5113553,135.4355653
PRE25/ARE413/SUB26602,35.5255239,136.1866838
PRE14/ARE589/SUB58903,35.4351786,139.6183418
PRE13/ARE20/SUB2005,35.6437831,139.6548965
PRE01/ARE164/SUB44105,43.0430266,141.4736901
PRE13/ARE9/SUB903,35.7223498,139.7793262
PRE44/ARE138/SUB13801,"33.2405770","131.6053690"
PRE29/ARE120/SUB12001,34.6663365,135.8191442
PRE02/ARE159/SUB15901,40.8328021,140.6694753
PRE27/ARE96/SUB9601,34.6768536,135.5211389
PRE40/ARE126/SUB12802,33.5863471,130.4251027
PRE35/ARE149/SUB14902,34.0337666,131.5672574
PRE21/ARE81/SUB37905,35.4066457,136.8319757
PRE14/ARE29/SUB2902,35.3662366,139.1846777
PRE28/ARE105/SUB10503,"34.7847320","134.8098600"
PRE22/ARE330/SUB33001,"35.0220350",138.4846694
PRE25/ARE295/SUB41402,35.0464967,"135.9954860"
PRE27/ARE87/SUB8701,34.5415233,"135.4598530"
PRE21/ARE306/SUB30601,36.1419909,137.2592446
PRE40/ARE137/SUB65504,33.6527175,130.8091566
PRE11/ARE54/SUB5404,"35.7959090","139.8605320"
PRE13/ARE20/SUB2003,35.6460475,139.6697988
PRE23/ARE72/SUB7201,35.1989022,137.0406062
PRE12/ARE454/SUB45402,35.9649459,139.8824198
PRE11/ARE50/SUB5003,36.0560164,139.3735122
PRE11/ARE52/SUB5202,"35.8282740",139.6943116
PRE27/ARE613/SUB61303,34.4137045,"135.3262110"
PRE43/ARE241/SUB24101,32.5225151,"130.6000770"
PRE23/ARE66/SUB6601,35.1679773,136.9360956
PRE14/ARE37/SUB3101,35.5796791,139.5716899
PRE11/ARE48/SUB4801,35.7911248,139.4755081
PRE23/ARE74/SUB7402,34.9768712,136.9100014
PRE01/ARE271/SUB27101,"43.7694540","142.3572630"
PRE40/ARE135/SUB13503,"33.5249460",130.4946324
PRE04/ARE158/SUB53108,38.2256167,140.7208131
PRE18/ARE556/SUB15401,36.0766609,136.2035549
PRE11/ARE52/SUB5203,35.8111385,139.6738821
PRE13/ARE663/SUB1202,35.7079438,139.5795905
PRE35/ARE229/SUB22902,"33.9604610","131.2597350"
PRE22/ARE78/SUB7801,34.9718887,138.3915505
PRE40/ARE131/SUB13103,33.5771877,130.0897402
PRE26/ARE659/SUB10902,35.0057012,135.7490372
PRE13/ARE664/SUB111,35.6695522,139.6820915
PRE13/ARE10/SUB1006,35.6795794,139.8699785
PRE23/ARE600/SUB7002,35.0559748,137.1452287
PRE23/ARE71/SUB7102,35.3022079,136.9229812
PRE15/ARE157/SUB49504,37.8885236,138.9992315
PRE27/ARE86/SUB8604,"34.6642910",135.5602784
PRE13/ARE2/SUB1601,35.6657722,139.7562744
PRE23/ARE71/SUB60304,35.3753793,136.9334296
PRE42/ARE236/SUB23601,33.1650796,129.7200791
PRE12/ARE45/SUB4503,35.6474946,140.0379731
PRE27/ARE91/SUB9102,34.6864036,135.4988794
PRE13/ARE314/SUB31402,27.0950619,142.1946867
PRE13/ARE20/SUB2004,35.6160669,139.6243572
PRE23/ARE68/SUB6801,35.1260767,136.8799081
PRE11/ARE50/SUB5002,35.9682517,139.4689267
PRE35/ARE229/SUB22901,33.9520959,130.9249746
PRE12/ARE46/SUB4601,"35.5182970",140.1713885
PRE23/ARE73/SUB7302,35.1698042,136.7051066
PRE13/ARE2/SUB201,35.6703979,139.7654532
PRE28/ARE106/SUB63703,34.2548637,"134.6844940"
PRE15/ARE157/SUB15701,37.9162394,"139.0552290"
PRE11/ARE54/SUB5402,35.9376298,139.7698237
PRE14/ARE35/SUB58204,35.5379399,139.6353343
PRE27/ARE85/SUB60906,34.7653159,135.5334506
PRE33/ARE276/SUB27601,35.0619268,133.9473711
PRE27/ARE92/SUB62104,34.7081811,135.5110402
PRE12/ARE459/SUB4402,35.7213226,140.1001068
PRE30/ARE121/SUB41703,"34.3497760",135.6311187
PRE47/ARE267/SUB26703,26.3505101,127.7452353
PRE23/ARE74/SUB60603,34.7818206,136.9146067
PRE41/ARE233/SUB23303,33.4468127,130.1052872
PRE26/ARE658/SUB11101,34.9929728,135.7430224
PRE14/ARE40/SUB4001,35.2400284,139.5990538
PRE13/ARE8/SUB803,35.6569476,139.7039723
PRE34/ARE152/SUB56607,34.3822599,132.6359632
PRE12/ARE464/SUB4603,35.4489159,140.2976611
PRE40/ARE126/SUB12601,"33.5907430","130.4182850"
PRE14/ARE586/SUB3702,"35.5070790",139.6799218
PRE10/ARE545/SUB54501,36.2536491,139.0768411
PRE40/ARE122/SUB64004,33.5852599,130.3941242
PRE40/ARE132/SUB13203,33.6430082,130.4463523
PRE10/ARE547/SUB54701,"36.6878130",139.0843204
PRE22/ARE336/SUB33603,34.7427827,"137.9260440"
PRE28/ARE99/SUB9903,34.6587755,135.1443856
PRE11/ARE49/SUB4904,36.1257838,"139.5958380"
PRE23/ARE71/SUB7103,35.2215669,136.9438361
PRE42/ARE139/SUB50601,32.8498608,130.0426986
PRE28/ARE639/SUB63902,35.5434791,134.8189745
PRE04/ARE158/SUB53104,"38.2860670",140.9138416
PRE23/ARE70/SUB60202,"34.9586840",137.0968043
PRE01/ARE245/SUB24501,42.7878941,141.6815039
PRE23/ARE68/SUB6802,"35.1151600",136.8733693
PRE13/ARE23/SUB2302,"35.6660200",139.7169802
PRE40/ARE133/SUB13301,33.5562956,130.3615971
PRE04/ARE158/SUB53102,38.2661221,140.8671895
PRE31/ARE288/SUB28801,35.4446089,133.3879619
PRE14/ARE577/SUB57701,"35.4760900",139.6307627
PRE13/ARE14/SUB1401,35.6615177,139.7350148
PRE14/ARE30/SUB3002,35.2454641,139.0580838
PRE40/ARE125/SUB12501,33.5895882,130.3815218
PRE11/ARE50/SUB5001,35.8140219,139.5863073
PRE36/ARE148/SUB14801,34.0746172,134.5491676
PRE27/ARE84/SUB8401,34.7573811,135.4946541
PRE09/ARE539/SUB53902,36.3858134,139.9710131
PRE13/ARE11/SUB1102,35.7035478,139.7715194
PRE12/ARE45/SUB4501,35.6081236,140.1232283
PRE01/ARE265/SUB26502,42.9322144,143.3028366
PRE21/ARE302/SUB30202,35.3577312,137.1847558
PRE27/ARE94/SUB62309,34.6570013,135.5000923
PRE21/ARE382/SUB38205,35.9272147,136.8301607
PRE45/ARE297/SUB29702,32.4634987,131.4195451
PRE11/ARE49/SUB48808,36.0715201,139.7209448
PRE40/ARE127/SUB12702,33.5908894,130.4052513
PRE10/ARE544/SUB6003,36.3130373,139.2576512
PRE40/ARE132/SUB13201,33.6427566,130.4462728
PRE10/ARE544/SUB54403,"36.2459950",139.5290998
PRE28/ARE101/SUB10103,34.6656274,135.0355876
PRE40/ARE135/SUB13501,33.5254798,130.4737103
PRE14/ARE40/SUB3406,35.2968293,139.5752203
PRE13/ARE10/SUB1004,35.6658665,139.8579831
PRE14/ARE34/SUB31303,35.3168937,139.3642676
PRE09/ARE238/SUB23801,36.2910563,139.5641656
PRE26/ARE111/SUB11103,34.9928598,135.7362051
PRE13/ARE665/SUB66501,35.6050605,139.7037016
PRE26/ARE659/SUB10903,35.0034106,135.7331301
PRE14/ARE37/SUB58506,35.6126419,139.5401667
PRE28/ARE105/SUB10501,34.8260997,134.6920186
PRE40/ARE137/SUB13701,"33.8547330","130.5133550"
PRE28/ARE99/SUB10101,34.6575475,135.1349808
PRE08/ARE57/SUB5701,36.1070793,140.2053044
PRE25/ARE415/SUB41502,35.0682722,136.0211255
PRE13/ARE17/SUB1704,35.7064648,139.8041551
PRE03/ARE293/SUB29301,39.3013781,141.0723799
PRE11/ARE489/SUB48904,36.1419834,139.4582558
PRE21/ARE382/SUB38203,35.4483101,137.0368055
PRE27/ARE627/SUB62704,34.6341035,135.5163477
PRE22/ARE78/SUB32903,34.9828497,138.3773391
PRE29/ARE281/SUB28101,34.7032547,135.6971393
PRE11/ARE51/SUB5106,35.8722855,"139.6878050"
PRE26/ARE481/SUB48102,34.8218268,135.7697899
PRE28/ARE103/SUB10303,34.7481871,135.4209234
PRE22/ARE328/SUB7703,35.1393182,"138.6912300"
PRE40/ARE137/SUB13703,33.6443203,130.6834674
PRE27/ARE611/SUB61102,34.5255562,135.6055359
PRE01/ARE164/SUB43802,43.0634487,141.3542347
PRE13/ARE6/SUB603,35.6931609,139.7197396
PRE13/ARE25/SUB2502,35.6575657,139.5737953
PRE11/ARE49/SUB4901,35.9958119,139.5865795
PRE14/ARE572/SUB57205,35.5100789,139.4163122
PRE13/ARE22/SUB2207,35.6705968,139.6223651
PRE28/ARE100/SUB10003,"34.7039690",135.2157881
PRE13/ARE6/SUB602,"35.6891950",139.7352176
PRE10/ARE544/SUB54402,36.3285468,139.3306374
PRE13/ARE10/SUB1001,35.6871531,139.7798355
PRE40/ARE135/SUB13504,33.4980733,130.5031728
PRE13/ARE8/SUB806,35.6569758,139.6955239
PRE13/ARE18/SUB1803,35.6706501,139.7466087
PRE10/ARE544/SUB54404,36.4040922,139.3167217
PRE13/ARE2/SUB204,35.6599313,139.7767548
PRE07/ARE163/SUB16302,37.3988999,140.3864034
PRE30/ARE121/SUB41702,34.2627552,135.3267545
PRE34/ARE248/SUB24801,"34.2468060",132.5614054
PRE25/ARE415/SUB29502,35.1487183,136.0916577
PRE27/ARE92/SUB9202,34.6956218,135.5100327
PRE27/ARE89/SUB8901,34.7027856,135.4948702
PRE13/ARE23/SUB2301,"35.6723590",139.7135493
PRE11/ARE54/SUB5403,35.9686329,139.7445284
PRE14/ARE34/SUB3401,35.3186491,139.5493424
PRE40/ARE125/SUB12502,33.5826333,130.3738343
PRE30/ARE121/SUB12101,34.2336948,135.1903732
PRE27/ARE616/SUB61602,"34.6956980","135.5380100"
PRE14/ARE31/SUB57504,35.5525456,139.5418088
PRE13/ARE661/SUB110,35.7047305,139.7265335
PRE41/ARE140/SUB14001,33.2050757,130.3135998
PRE14/ARE33/SUB3303,35.4654016,139.5316791
PRE14/ARE34/SUB31301,35.3390837,139.4814718
PRE46/ARE143/SUB14301,31.5105096,130.4937216
PRE38/ARE145/SUB14501,33.8403912,132.7737824
PRE40/ARE129/SUB12902,33.5735305,130.4093015
PRE27/ARE93/SUB62205,34.6167808,135.4812658
PRE40/ARE122/SUB64003,33.5853959,130.3977508
PRE01/ARE164/SUB43805,43.0389134,141.3471983
PRE27/ARE94/SUB9403,34.6776686,135.5011214
PRE13/ARE10/SUB1002,35.6771379,139.7762729
PRE28/ARE98/SUB9801,34.6952987,135.1921505
PRE26/ARE108/SUB10803,35.0041162,135.7707304
PRE28/ARE104/SUB10401,34.8050571,135.3441496
PRE14/ARE35/SUB3501,35.5532297,139.6458476
PRE26/ARE478/SUB11702,34.9101313,135.8034253
PRE23/ARE64/SUB6403,35.1756968,136.9116477
PRE27/ARE91/SUB9104,34.6892179,135.5048125
PRE13/ARE7/SUB703,35.6447346,139.6991196
PRE17/ARE260/SUB26001,36.3937252,136.4797362
PRE23/ARE601/SUB7003,34.9227285,137.1503198
PRE14/ARE589/SUB58901,35.4235093,139.5861996
PRE13/ARE19/SUB1901,35.6049409,139.7433855
PRE09/ARE238/SUB23803,36.3349367,139.4560062
PRE27/ARE94/SUB9401,34.6711958,135.5036918
PRE13/ARE13/SUB1303,35.6248748,139.7242813
PRE22/ARE327/SUB7704,35.3007548,138.9387813
PRE40/ARE131/SUB13102,33.5592191,130.3116714
PRE28/ARE100/SUB10001,34.7121747,135.2381655
PRE12/ARE453/SUB45303,35.7635736,140.1518696
PRE14/ARE583/SUB3604,35.3251245,139.6204725
PRE13/ARE16/SUB1602,35.6588042,139.7557642
PRE12/ARE468/SUB46801,34.9721244,139.8636391
PRE13/ARE17/SUB1702,35.7044519,"139.7900980"
PRE12/ARE41/SUB4101,35.8602241,139.9678212
PRE28/ARE101/SUB10102,"34.6028220",135.0074763
PRE21/ARE382/SUB30201,35.4229013,137.0613421
PRE23/ARE73/SUB7301,"35.2058800",136.8363988
PRE12/ARE45/SUB46105,35.6251646,140.2359239
PRE13/ARE24/SUB2401,35.7477148,139.7191925
PRE27/ARE89/SUB8902,"34.6979910",135.4948331
PRE27/ARE618/SUB8903,34.6963636,135.4868562
PRE13/ARE19/SUB1902,35.5907763,139.7328956
PRE12/ARE459/SUB4405,35.7126686,140.2421161
PRE34/ARE152/SUB56605,34.3931726,132.4613398
PRE12/ARE459/SUB45903,35.6551521,140.1541345
PRE13/ARE26/SUB2602,35.7444577,139.6824424
PRE34/ARE248/SUB24803,34.4356528,132.7224543
PRE40/ARE127/SUB12703,33.5895045,130.4057154
PRE08/ARE57/SUB5702,36.0444794,140.1009296
PRE13/ARE8/SUB805,35.6607666,139.7085992
PRE11/ARE52/SUB5201,35.8029064,139.7196089
PRE01/ARE291/SUB29102,43.8050678,143.8890825
PRE17/ARE260/SUB55002,36.4897152,136.4824179
PRE14/ARE37/SUB3701,35.5274151,139.7001585
PRE28/ARE98/SUB9802,34.6857972,135.1844345
PRE23/ARE74/SUB7401,35.0355185,136.9555909
PRE40/ARE124/SUB12403,33.5789563,130.3950143
PRE40/ARE131/SUB13101,33.5869742,130.3242895
PRE12/ARE43/SUB4302,35.6624764,139.9015949
PRE23/ARE61/SUB6101,35.1744608,136.8793601
PRE40/ARE126/SUB12803,33.5800319,130.4191283
PRE13/ARE24/SUB2402,35.7761521,139.6292732
PRE11/ARE50/SUB49007,35.9713898,139.3991729
PRE13/ARE4/SUB403,35.6952355,139.4384857
PRE27/ARE85/SUB60902,34.8219236,135.4243568
PRE40/ARE137/SUB65503,33.7453606,130.7274713
PRE21/ARE81/SUB37903,35.3495376,136.7488653
PRE10/ARE60/SUB6002,36.3273145,139.0027137
PRE26/ARE112/SUB11203,35.0057458,"135.7775620"
PRE15/ARE157/SUB49503,37.9016451,139.0564345
PRE13/ARE663/SUB1203,35.7094726,139.5596111
PRE13/ARE661/SUB108,35.6986135,139.6975665
PRE23/ARE64/SUB6401,35.1701955,136.9180055
PRE11/ARE53/SUB5303,35.8716486,139.6492869
PRE35/ARE149/SUB14901,34.1656973,131.4609657
PRE34/ARE285/SUB28502,34.3922128,133.2878577
PRE13/ARE661/SUB103,35.7129691,139.7074825
PRE25/ARE416/SUB29503,34.9144483,136.0855609
PRE13/ARE20/SUB2006,35.6501306,139.6868458
PRE13/ARE21/SUB2103,35.7672229,"139.8656760"
PRE14/ARE35/SUB3201,35.5098389,139.6144571
PRE27/ARE86/SUB61004,34.7837897,135.6282553
PRE23/ARE66/SUB6602,35.1875109,137.0033536
PRE08/ARE369/SUB5705,36.1486851,"139.7158150"
PRE28/ARE636/SUB63602,"34.8065110","134.9723790"
PRE13/ARE9/SUB904,"35.7098800",139.8158651
PRE04/ARE535/SUB27202,38.4466255,141.4456207
PRE01/ARE164/SUB44101,43.0352614,141.3819443
PRE40/ARE122/SUB12301,33.5901859,130.3929165
PRE13/ARE664/SUB2205,35.6482745,139.6362014
PRE13/ARE17/SUB1701,35.6942216,139.8118991
PRE23/ARE67/SUB6703,35.1260068,"136.9926500"
PRE01/ARE164/SUB44002,43.0713921,141.3593675
PRE23/ARE65/SUB6501,"35.1464840",136.8997355
PRE01/ARE164/SUB44203,43.0144365,141.3687012
PRE13/ARE9/SUB901,35.7084183,139.7751494
PRE27/ARE86/SUB61002,34.8231991,135.6702927
PRE13/ARE3/SUB301,35.7352094,139.4369804
PRE13/ARE21/SUB2101,35.7306994,139.8195723
PRE13/ARE664/SUB2201,35.6584183,139.6670651
PRE12/ARE42/SUB4201,35.7189772,139.9283509
PRE11/ARE48/SUB4802,35.8536918,139.3102488
PRE27/ARE86/SUB8603,"34.7371520",135.5640374
PRE11/ARE489/SUB48902,"36.1207990",139.2264163
PRE13/ARE19/SUB1905,"35.5699150",139.6862302
PRE20/ARE227/SUB55803,36.2896068,138.4891046
PRE26/ARE657/SUB10904,35.0097876,"135.7593030"
PRE13/ARE14/SUB1403,35.6491377,139.7190021
PRE26/ARE112/SUB11301,34.9887419,135.8158711
PRE11/ARE54/SUB5401,35.9325027,139.7662553
PRE22/ARE334/SUB33401,34.7870608,137.8007834
PRE13/ARE7/SUB701,35.6458908,139.7168863
PRE13/ARE21/SUB2102,35.7641003,139.8476204
PRE13/ARE1/SUB104,35.6907487,139.7037559
PRE15/ARE157/SUB49506,37.8976504,139.0672043
PRE29/ARE281/SUB28102,34.6485831,135.7894927
PRE23/ARE75/SUB7502,34.8270245,137.2280459
PRE01/ARE164/SUB43804,43.0538389,141.3524516
PRE15/ARE498/SUB49802,37.6401667,139.0145956
PRE27/ARE89/SUB8907,34.7113357,135.5000085
PRE07/ARE222/SUB22202,37.6204541,140.9564112
PRE09/ARE59/SUB53702,36.5361838,139.7947347
PRE13/ARE9/SUB905,35.7417366,139.7811117
PRE11/ARE48/SUB48603,35.7925661,139.3800983
PRE47/ARE267/SUB26704,26.3346818,127.8041932
PRE21/ARE81/SUB37904,35.4228772,136.6495206
PRE11/ARE489/SUB4902,36.1429267,139.3877478
PRE13/ARE5/SUB504,35.7310066,139.7417753
PRE27/ARE86/SUB61003,34.7340346,135.5827335
PRE22/ARE78/SUB32906,"35.0099720",138.4510929
PRE19/ARE259/SUB25901,35.4910166,138.7982343
PRE23/ARE75/SUB7501,"34.7667520",137.3899247
PRE40/ARE135/SUB65309,33.4890084,130.4135989
PRE34/ARE152/SUB56602,34.3796708,132.3580867
PRE13/ARE312/SUB31202,35.6432713,139.7804534
PRE28/ARE104/SUB10402,34.7781615,135.3957588
PRE27/ARE92/SUB9201,34.6942978,135.5091812
